DATE,Category,Crime,City,State,Zip.Code,Agency,Place,add_num,street,street2,street_type
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20901,MCPD,Street - In vehicle,200,UNIVERSITY,E,BLV
2021,Crime Against Person,Aggravated Assault,GAITHERSBURG,MD,20877,GPD,Residence - Other,1,FREDERICK,,AVE
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20901,MCPD,Street - Other,NA,PINEY BRANCH,,RD
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Residence - Single Family,300,GAME CREEK,,DR
2021,Crime Against Person,Aggravated Assault,MONTGOMERY VILLAGE,MD,20886,MCPD,Residence - Apartment/Condo,18300,LOST KNIFE,,CIR
2021,Crime Against Person,Aggravated Assault,MONTGOMERY VILLAGE,MD,20886,MCPD,Residence - Other,18200,LOST KNIFE,,CIR
2021,Crime Against Person,Aggravated Assault,POTOMAC,MD,20854,RCPD,Residence - Single Family,1000,WILLOWLEAF,,WAY
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20910,MCPD,Convenience Store,1100,FIDLER,,LA
2021,Crime Against Person,Aggravated Assault,GAITHERSBURG,MD,20850,RCPD,Hotel/Motel/Etc.,16000,SHADY GROVE,,RD
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20853,MCPD,Parking Lot - Commercial,4600,ASPEN HILL,,RD
2021,Crime Against Person,Aggravated Assault,MONTGOMERY VILLAGE,MD,20886,MCPD,Street - In vehicle,NA,MONTGOMERY VILLAGE,,AVE
2021,Crime Against Person,Aggravated Assault,TAKOMA PARK,MD,20912,MCPD,Residence - Apartment/Condo,8300,GARLAND,,AVE
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20902,MCPD,Parking Lot - Residential,1100,UNIVERSITY,W,BLV
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20861,MCPD,Residence - Single Family,900,CLIFTONBROOK,,LA
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20902,MCPD,Street - Residential,NA,GEORGIA,,AVE
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Residence - Apartment/Condo,700,FALLSGROVE,,DR
2021,Crime Against Person,Aggravated Assault,GAITHERSBURG,MD,20877,MCPD,Street - In vehicle,NA,EMORY GROVE,,RD
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20902,MCPD,Residence - Apartment/Condo,1100,UNIVERSITY,W,BLV
2021,Crime Against Person,Aggravated Assault,BURTONSVILLE,MD,20866,MCPD,Street - Residential,3600,GREENCASTLE,,RD
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20910,MCPD,Residence - Apartment/Condo,1200,WEST,,HWY
2021,Crime Against Person,Aggravated Assault,DAMASCUS,MD,20872,MCPD,Street - Residential,27200,LONG CORNER,,RD
2021,Crime Against Person,Aggravated Assault,GAITHERSBURG,MD,20877,MCPD,Gas Station,16400,FREDERICK,,AVE
2021,Crime Against Person,Aggravated Assault,TAKOMA PARK,MD,20912,MCPD,Residence - Apartment/Condo,7700,EASTERN,,AVE
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Hotel/Motel/Etc.,16000,SHADY GROVE,,RD
2021,Crime Against Person,Aggravated Assault,TAKOMA PARK,MD,20912,MCPD,Residence - Apartment/Condo,7500,BLAIR,,RD
2021,Crime Against Person,Aggravated Assault,BURTONSVILLE,MD,20866,MCPD,Residence - Yard,15000,PINE TOP,,LA
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20910,MCPD,Street - Commercial,900,ELLSWORTH,,DR
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20853,MCPD,Street - Commercial,NA,VEIRS MILL,,RD
2021,Crime Against Person,Aggravated Assault,BETHESDA,MD,20814,MCPD,Street - In vehicle,4700,BETHESDA,,AVE
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20910,MCPD,Residence - Apartment/Condo,1200,WEST,,HWY
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20902,MCPD,Residence - Apartment/Condo,1300,MC MAHON,,RD
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20902,MCPD,Residence - Single Family,NA,GEORGIA,,AVE
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Hotel/Motel/Etc.,16000,SHADY GROVE,,RD
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Parking Garage - Residential,300,RUTGERS,,ST
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20852,RCPD,Grocery/Supermarket,1800,ROCKVILLE,,PIK
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Residence - Apartment/Condo,200,RIDGEMONT,,AVE
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Residence - Single Family,500,PINEWOOD,,RD
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20910,MCPD,Residence - Apartment/Condo,8600,GEORGIA,,AVE
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20853,MCPD,Residence - Single Family,4300,ASPEN HILL,,RD
2021,Crime Against Person,Aggravated Assault,TAKOMA PARK,MD,20912,TPPD,Residence - Apartment/Condo,7700,MAPLE,,AVE
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20851,RCPD,Residence - Apartment/Condo,14000,COVE,,LA
2021,Crime Against Person,Aggravated Assault,TAKOMA PARK,MD,20912,TPPD,Street - Other,1100,HOLTON,,LA
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20902,MCPD,Residence - Single Family,600,NORTHWOOD,,TER
2021,Crime Against Person,Aggravated Assault,DERWOOD,MD,20850,RCPD,Residence - Apartment/Condo,100,KING FARM,,BLV
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20904,MCPD,Residence -Townhouse/Duplex,11500,STEWART,,LA
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20901,MCPD,Residence - Apartment/Condo,11200,OAK LEAF,,DR
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20903,MCPD,Parking Lot - Residential,9300,PINEY BRANCH,,RD
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Street - Commercial,NA,PARK,,RD
2021,Crime Against Person,Aggravated Assault,GERMANTOWN,MD,20876,MCPD,Street - In vehicle,24000,RIDGE,,RD
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20902,MCPD,Street - Commercial,11200,GRANDVIEW,,AVE
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Hotel/Motel/Etc.,1,HELEN HENEGHAN,,WAY
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Residence -Townhouse/Duplex,200,POPLAR SPRING,,RD
2021,Crime Against Person,Aggravated Assault,GERMANTOWN,MD,20876,MCPD,Hospital/Emergency Care Center,NA,OBSERVATION,,DR
2021,Crime Against Person,Aggravated Assault,BETHESDA,MD,20814,MCPD,Bar/Night Club,7900,NORFOLK,,AVE
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20910,MCPD,Street - Commercial,8000,13TH,,ST
2021,Crime Against Person,Aggravated Assault,GAITHERSBURG,MD,20877,MCPD,Residence - Single Family,1,PEONY,,DR
2021,Crime Against Person,Aggravated Assault,GAITHERSBURG,MD,20850,MCPD,Street - In vehicle,NA,SHADY GROVE,,RD
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20906,MCPD,Street - Alley,12500,LAYHILL,,RD
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20901,MCPD,Residence -Townhouse/Duplex,10700,VENETIA MILL,,CIR
2021,Crime Against Person,Aggravated Assault,GAITHERSBURG,MD,20879,MCPD,Residence - Driveway,100,WATKINS STATION,,CIR
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20910,MCPD,Street - Commercial,900,ELLSWORTH,,DR
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Residence -Townhouse/Duplex,200,KING FARM,,BLV
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20851,MCPD,Street - In vehicle,NA,CROOKSTON,,LA
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20910,MCPD,Residence - Apartment/Condo,2500,ROSS,,RD
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20852,MCPD,Parking Lot - Commercial,12200,ROCKVILLE,,PIK
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20901,MCPD,Street - Residential,8600,PINEY BRANCH,,RD
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,MCPD,Residence - Single Family,600,JEFFERSON,,PLZ
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20910,MCPD,Library,900,WAYNE,,AVE
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20901,MCPD,Residence - Apartment/Condo,10000,LORAIN,,AVE
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20904,MCPD,Residence - Apartment/Condo,12300,FEATHERWOOD,,DR
2021,Crime Against Person,Aggravated Assault,BETHESDA,MD,20817,MCPD,Residence - Single Family,9300,RENSHAW,,DR
2021,Crime Against Person,Aggravated Assault,GAITHERSBURG,MD,20878,MCPD,Residence - Apartment/Condo,9600,MARATHON,,TER
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20906,MCPD,Street - Residential,NA,HOLDRIDGE,,RD
2021,Crime Against Person,Aggravated Assault,MONTGOMERY VILLAGE,MD,20886,MCPD,Residence - Apartment/Condo,18800,WALKERS CHOICE,,RD
2021,Crime Against Person,Aggravated Assault,GAITHERSBURG,MD,20877,GPD,Parking Lot - Residential,500,SUMMIT HALL,,RD
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20851,RCPD,Street - Other,2100,VEIRS MILL,,RD
2021,Crime Against Person,Aggravated Assault,GERMANTOWN,MD,20874,MCPD,Street - Residential,13300,WHITECHURCH,,CIR
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Hotel/Motel/Etc.,1200,MONTGOMERY,,AVE
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20904,MCPD,Residence - Apartment/Condo,3300,TEAGARDEN,,CIR
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20852,RCPD,Residence - Apartment/Condo,1000,ROCKVILLE,,PIK
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20851,RCPD,Residence - Single Family,13200,ARDENNES,,AVE
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20910,MCPD,Parking Lot - Commercial,7900,GEORGIA,,AVE
2021,Crime Against Person,Aggravated Assault,TAKOMA PARK,MD,20912,TPPD,Residence - Apartment/Condo,7600,MAPLE,,AVE
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20906,MCPD,Residence - Apartment/Condo,14100,WEEPING WILLOW,,DR
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20910,MCPD,Parking Lot - Commercial,8200,GEORGIA,,AVE
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20910,MCPD,Retail - Department/Discount Store,8600,COLESVILLE,,RD
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20903,MCPD,Residence - Apartment/Condo,9200,PINEY BRANCH,,RD
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20851,RCPD,Park,1300,BROADWOOD,,DR
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20906,MCPD,Retail - Other,3800,ASPEN HILL,,RD
2021,Crime Against Person,Aggravated Assault,BURTONSVILLE,MD,20866,MCPD,Residence - Single Family,4600,SANDY SPRING,,RD
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20852,MCPD,Residence - Apartment/Condo,11800,GRAND PARK,,AVE
2021,Crime Against Person,Aggravated Assault,BETHESDA,MD,20817,MCPD,Street - Bus Stop,7000,WESTLAKE,,TER
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20852,MCPD,Residence - Apartment/Condo,12400,VILLAGE SQUARE,,TER
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20851,RCPD,Restaurant,2200,VEIRS MILL,,RD
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20904,MCPD,Residence -Townhouse/Duplex,3400,CASTLE,,WAY
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20910,MCPD,Grocery/Supermarket,800,WAYNE,,AVE
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Commercial - Office Building,15200,SHADY GROVE,,RD
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20901,MCPD,Residence - Apartment/Condo,11200,OAK LEAF,,DR
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20906,MCPD,Parking Lot - Commercial,14300,LAYHILL,,RD
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20910,MCPD,Residence -Townhouse/Duplex,8800,LANIER,,DR
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20910,MCPD,Bar/Night Club,600,SLIGO,,AVE
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20906,MCPD,Residence - Single Family,3500,JEFFRY,,ST
2021,Crime Against Person,Aggravated Assault,CHEVY CHASE,MD,20815,MCPD,Doctor/Dentist/Vet Office,5500,WISCONSIN,,AVE
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20902,MCPD,Residence - Apartment/Condo,11100,VEIRS MILL,,RD
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20906,MCPD,Other/Unknown,3100,WHISPERING PINES,,DR
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Residence - Apartment/Condo,400,BLANDFORD,,ST
2021,Crime Against Person,Aggravated Assault,,MD,20912,TPPD,Retail - Drug Store/Pharmacy,1300,UNIVERSITY,E,BLV
2021,Crime Against Person,Aggravated Assault,GAITHERSBURG,MD,20879,GPD,Parking Lot - Commercial,1,MONTGOMERY VILLAGE,,AVE
2021,Crime Against Person,Aggravated Assault,TAKOMA PARK,MD,20912,TPPD,Parking Lot - Residential,7300,NEW HAMPSHIRE,,AVE
2021,Crime Against Person,Aggravated Assault,GERMANTOWN,MD,20874,MCPD,Residence -Townhouse/Duplex,13600,HARVEST GLEN,,WAY
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20851,RCPD,Liquor Store - Beer & Wine,2200,VEIRS MILL,,RD
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Residence - Single Family,600,LINCOLN,,ST
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20903,MCPD,Street - Other,600,NORTHAMPTON,,DR
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Parking Lot - Metro,200,ROCKVILLE,,PIK
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20902,MCPD,Bar/Night Club,11300,ELKIN,,ST
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20901,MCPD,Residence - Apartment/Condo,11200,OAK LEAF,,DR
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20903,MCPD,Street - Other,9300,PINEY BRANCH,,RD
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20904,MCPD,Residence - Single Family,1700,LOFT,,WAY
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20902,MCPD,Residence - Single Family,3400,FLORAL,,ST
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20910,MCPD,Residence - Apartment/Condo,8200,FENTON,,ST
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Residence - Other,1,TAFT,,CT
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20902,MCPD,Residence - Apartment/Condo,11200,GEORGIA,,AVE
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20910,MCPD,Grocery/Supermarket,900,THAYER,,AVE
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20851,RCPD,Residence - Apartment/Condo,2000,BALTIMORE,,RD
2021,Crime Against Person,Aggravated Assault,GAITHERSBURG,MD,20879,GPD,Parking Lot - Residential,100,WATKINS STATION,,CIR
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20906,MCPD,Residence - Apartment/Condo,13500,GEORGIA,,AVE
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20910,MCPD,Street - Commercial,800,ELLSWORTH,,DR
2021,Crime Against Person,Aggravated Assault,GAITHERSBURG,MD,20877,GPD,Residence - Apartment/Condo,200,OLDE TOWNE,,AVE
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Residence - Single Family,2800,BALMORAL,,DR
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20906,MCPD,Residence -Townhouse/Duplex,2300,SUN VALLEY,,CIR
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20910,MCPD,Bar/Night Club,600,SLIGO,,AVE
2021,Crime Against Person,Aggravated Assault,POTOMAC,MD,20854,MCPD,Street - Other,10700,RIVER,,RD
2021,Crime Against Person,Aggravated Assault,KENSINGTON,MD,20895,MCPD,Residence - Single Family,3900,MORRELL,,CT
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20906,MCPD,Residence - Single Family,12600,VALLEYWOOD,,DR
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20904,MCPD,Residence -Townhouse/Duplex,3400,CASTLE,,WAY
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20852,RCPD,Residence - Apartment/Condo,1100,HIGGINS,,PL
2021,Crime Against Person,Aggravated Assault,GERMANTOWN,MD,20874,MCPD,Parking Lot - Residential,19600,CRYSTAL ROCK,,DR
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20910,MCPD,Residence - Apartment/Condo,8200,NOLTE,,AVE
2021,Crime Against Person,Aggravated Assault,GERMANTOWN,MD,20876,MCPD,School - Elementary/Secondary,19300,ARCHDALE,,RD
2021,Crime Against Person,Aggravated Assault,TAKOMA PARK,MD,20912,MCPD,Residence - Apartment/Condo,400,DOMER,,AVE
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Residence -Townhouse/Duplex,400,COLLEGE,,PKW
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20902,MCPD,Street - Residential,10000,GEORGIA,,AVE
2021,Crime Against Person,Aggravated Assault,GAITHERSBURG,MD,20877,GPD,Parking Lot - Residential,400,FREDERICK,,AVE
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20851,MCPD,Other/Unknown,13200,TWINBROOK,,PKW
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20910,MCPD,Bank/S&L/Credit Union,8400,GEORGIA,,AVE
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20906,MCPD,Residence - Apartment/Condo,14200,PEAR TREE,,LA
2021,Crime Against Person,Aggravated Assault,GAITHERSBURG,MD,20877,GPD,Convenience Store,400,ALLIED,,PL
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Street - Residential,200,SPRING,,AVE
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Park,800,MONROE,,ST
2021,Crime Against Person,Aggravated Assault,DAMASCUS,MD,20872,MCPD,Residence - Apartment/Condo,9800,BETHESDA CHURCH,,RD
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20906,MCPD,Residence -Townhouse/Duplex,3700,FERRARA,,DR
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Residence - Apartment/Condo,600,BLANDFORD,,ST
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Parking Lot - Commercial,700,HUNGERFORD,,DR
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20902,MCPD,Residence - Apartment/Condo,2200,GEORGIAN,,WAY
2021,Crime Against Person,Aggravated Assault,GERMANTOWN,MD,20874,MCPD,Street - Other,20000,AIRCRAFT,,DR
2021,Crime Against Person,Aggravated Assault,DICKERSON,MD,20842,MCPD,Residence - Yard,17700,WHITES STORE,,RD
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20904,MCPD,Residence - Single Family,14200,CASTLE,,BLV
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Residence - Apartment/Condo,600,BLANDFORD,,ST
2021,Crime Against Person,Aggravated Assault,BETHESDA,MD,20814,MCPD,Residence - Yard,6900,CLARENDON,,RD
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20906,MCPD,Residence - Single Family,12500,BARBARA,,RD
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20902,MCPD,Parking Lot - Commercial,11300,GEORGIA,,AVE
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Street - Commercial,200,ROCKVILLE,,PIK
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Parking Lot - Residential,500,HUNGERFORD,,DR
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20910,MCPD,Street - Residential,8300,PINEY BRANCH,,RD
2021,Crime Against Person,Aggravated Assault,GERMANTOWN,MD,20874,MCPD,Residence - Apartment/Condo,19700,GERMANTOWN,,RD
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Residence - Single Family,200,FREDERICK,,AVE
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Parking Garage - Commercial,2100,GAITHER,,RD
2021,Crime Against Person,Aggravated Assault,BURTONSVILLE,MD,20866,MCPD,Residence - Single Family,14600,KINDERHOOK,,TER
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20902,MCPD,Residence - Single Family,11800,CLARIDGE,,RD
2021,Crime Against Person,Aggravated Assault,DAMASCUS,MD,20872,MCPD,Residence - Single Family,26700,HANEY,,AVE
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20852,RCPD,Residence - Apartment/Condo,1800,CHAPMAN,,AVE
2021,Crime Against Person,Aggravated Assault,BURTONSVILLE,MD,20866,MCPD,Residence -Townhouse/Duplex,3800,ANGELTON,,CT
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20902,MCPD,Bar/Night Club,11100,VEIRS MILL,,RD
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20906,MCPD,Residence - Single Family,11800,IDLEWOOD,,RD
2021,Crime Against Person,Aggravated Assault,MONTGOMERY VILLAGE,MD,20886,MCPD,Residence - Apartment/Condo,18300,LOST KNIFE,,CIR
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20902,MCPD,Residence - Apartment/Condo,10800,GEORGIA,,AVE
2021,Crime Against Person,Aggravated Assault,GERMANTOWN,MD,20874,MCPD,School - Elementary/Secondary,19400,CRYSTAL ROCK,,DR
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20901,MCPD,Residence - Apartment/Condo,8600,PINEY BRANCH,,RD
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20910,MCPD,Residence - Apartment/Condo,8600,16TH,,ST
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20852,RCPD,Restaurant,1300,ROCKVILLE,,PIK
2021,Crime Against Person,Aggravated Assault,GAITHERSBURG,MD,20877,MCPD,Residence - Apartment/Condo,200,PARK,,AVE
2021,Crime Against Person,Aggravated Assault,KENSINGTON,MD,20895,MCPD,Residence - Single Family,10800,MADISON,,ST
2021,Crime Against Person,Aggravated Assault,GAITHERSBURG,MD,20877,MCPD,Residence - Apartment/Condo,17000,KING JAMES,,WAY
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20901,MCPD,Street - Residential,10800,LOCKWOOD,,DR
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Grocery/Supermarket,1,UPPER ROCK,,CIR
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20910,MCPD,School - Elementary/Secondary,300,WAYNE,,AVE
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20910,MCPD,Bar/Night Club,8100,GEORGIA,,AVE
2021,Crime Against Person,Aggravated Assault,GERMANTOWN,MD,20874,MCPD,Residence - Apartment/Condo,18700,CALEDONIA,,CT
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20904,MCPD,Residence - Apartment/Condo,14100,CASTLE,,BLV
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Parking Garage - Residential,1,UPPER ROCK,,CIR
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20910,MCPD,Residence - Apartment/Condo,8800,LANIER,,DR
2021,Crime Against Person,Aggravated Assault,BETHESDA,MD,20814,MCPD,Residence - Single Family,4600,ROSEDALE,,AVE
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,MCPD,Other/Unknown,600,JEFFERSON,,PLZ
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Parking Lot - Metro,200,ROCKVILLE,,PIK
2021,Crime Against Person,Aggravated Assault,KENSINGTON,MD,20895,MCPD,Street - Residential,11100,NEWPORT MILL,,RD
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20906,MCPD,Residence - Single Family,12100,DEWEY,,RD
2021,Crime Against Person,Aggravated Assault,TAKOMA PARK,MD,20912,TPPD,Residence - Single Family,7600,WILDWOOD,,DR
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20910,MCPD,Street - Other,900,WAYNE,,AVE
2021,Crime Against Person,Aggravated Assault,BETHESDA,MD,20814,MCPD,Hotel/Motel/Etc.,8100,WISCONSIN,,AVE
2021,Crime Against Person,Aggravated Assault,MONTGOMERY VILLAGE,MD,20886,MCPD,Residence -Townhouse/Duplex,18900,MONTGOMERY VILLAGE,,AVE
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20852,RCPD,Grocery/Supermarket,800,ROCKVILLE,,PIK
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20910,MCPD,Auto Repair,8100,GEORGIA,,AVE
2021,Crime Against Person,Aggravated Assault,POTOMAC,MD,20854,MCPD,Street - Other,9000,BRADLEY,,BLV
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20910,MCPD,Retail - Other,8400,GEORGIA,,AVE
2021,Crime Against Person,Aggravated Assault,OLNEY,MD,20832,MCPD,Residence - Single Family,16700,GOOSENECK,,TER
2021,Crime Against Person,Aggravated Assault,GAITHERSBURG,MD,20877,GPD,Parking Lot - Residential,400,FREDERICK,,AVE
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20850,RCPD,Street - Residential,400,COLLEGE,,PKW
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20853,MCPD,Street - Residential,4800,ASPEN HILL,,RD
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20902,MCPD,Other/Unknown,1700,FRANWALL,,AVE
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20901,MCPD,Residence - Driveway,400,UNIVERSITY,E,BLV
2021,Crime Against Person,Aggravated Assault,SILVER SPRING,MD,20906,MCPD,Residence - Apartment/Condo,3200,HEWITT,,AVE
2021,Crime Against Person,Aggravated Assault,ROCKVILLE,MD,20851,RCPD,Street - In vehicle,1100,GRANDIN,,AVE
