DATE,Category,Crime,City,State,Zip.Code,Agency,Place,add_num,street,street2,street_type
2021,Crime Against Property,Burglary/Breaking and Entering,GERMANTOWN,MD,20874,MCPD,Residence - Apartment/Condo,12900,CHURCHILL RIDGE,,CIR
2021,Crime Against Property,Burglary/Breaking and Entering,BETHESDA,MD,20814,MCPD,Residence - Single Family,5400,ALTA VISTA,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20852,RCPD,Residence - Single Family,200,HARDY,,PL
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20904,MCPD,Residence - Apartment/Condo,11400,STEWART,,LA
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20910,MCPD,Residence - Apartment/Condo,800,THAYER,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,BETHESDA,MD,20814,MCPD,Parking Lot - School,7600,ARLINGTON,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,DERWOOD,MD,20855,RCPD,Residence - Apartment/Condo,15900,FREDERICK,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20850,RCPD,Residence -Townhouse/Duplex,1300,1ST,,ST
2021,Crime Against Property,Burglary/Breaking and Entering,GAITHERSBURG,MD,20878,GPD,Grocery/Supermarket,200,MUDDY BRANCH,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20906,MCPD,Residence - Apartment/Condo,3000,BEL PRE,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20852,RCPD,Restaurant,1500,ROCKVILLE,,PIK
2021,Crime Against Property,Burglary/Breaking and Entering,BETHESDA,MD,20817,MCPD,Residence - Single Family,8800,BRADMOOR,,DR
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20904,MCPD,Residence - Apartment/Condo,11500,FEBRUARY,,CIR
2021,Crime Against Property,Burglary/Breaking and Entering,BETHESDA,MD,20814,MCPD,Residence - Apartment/Condo,4900,BATTERY,,LA
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20904,MCPD,Residence - Apartment/Condo,13900,CASTLE,,BLV
2021,Crime Against Property,Burglary/Breaking and Entering,BETHESDA,MD,20817,MCPD,Residence - Single Family,10500,OLD GEORGETOWN,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20902,MCPD,Residence - Single Family,11900,BLUHILL,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,BETHESDA,MD,20814,MCPD,Convenience Store,7900,OLD GEORGETOWN,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20910,MCPD,Commercial - Office Building,8000,GEORGIA,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,GAITHERSBURG,MD,20877,GPD,Residence - Apartment/Condo,100,TEACHERS,,WAY
2021,Crime Against Property,Burglary/Breaking and Entering,DAMASCUS,MD,20872,MCPD,School - Elementary/Secondary,25400,OAK,,DR
2021,Crime Against Property,Burglary/Breaking and Entering,MONTGOMERY VILLAGE,MD,20886,MCPD,Residence -Townhouse/Duplex,8800,WELBECK,,WAY
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20903,MCPD,Residence - Apartment/Condo,1500,HAMPSHIRE WEST,,CT
2021,Crime Against Property,Burglary/Breaking and Entering,GAITHERSBURG,MD,20877,GPD,School - Elementary/Secondary,100,EDUCATION,,BLV
2021,Crime Against Property,Burglary/Breaking and Entering,GERMANTOWN,MD,20876,MCPD,Residence - Garage,19100,WHEATFIELD,,DR
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20850,RCPD,Residence - Single Family,300,TREEMONT,,WAY
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20903,MCPD,Restaurant,1600,ELTON,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,DERWOOD,MD,20855,MCPD,Residence - Apt Ofc/Storage,8000,NEEDWOOD,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20906,MCPD,Residence - Garage,12600,DENLEY,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,TAKOMA PARK,MD,20912,TPPD,Residence - Shed,300,LINCOLN,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20903,MCPD,Residence - Shed,1400,DILSTON,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20850,RCPD,Residence - Shed,700,FALLSGROVE,,DR
2021,Crime Against Property,Burglary/Breaking and Entering,TAKOMA PARK,MD,20912,MCPD,Residence - Apartment/Condo,500,DOMER,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20850,RCPD,Residence - Apartment/Condo,700,MONROE,,ST
2021,Crime Against Property,Burglary/Breaking and Entering,POTOMAC,MD,20854,MCPD,Residence - Garage,11900,CRAGWOOD,,WAY
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20850,RCPD,Residence - Apartment/Condo,1300,PICCARD,,DR
2021,Crime Against Property,Burglary/Breaking and Entering,BRINKLOW,MD,20862,MCPD,Residence - Other,20400,NEW HAMPSHIRE,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20904,MCPD,Retail - Beauty/Barber Shop,11200,NEW HAMPSHIRE,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20852,RCPD,Residence - Apt Ofc/Storage,12500,ARDENNES,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20902,MCPD,Residence - Apartment/Condo,10700,GEORGIA,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20906,MCPD,Residence - Single Family,12700,HELEN,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20852,RCPD,Commercial - Office Building,1900,CHAPMAN,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20902,MCPD,Residence - Apartment/Condo,11200,GEORGIA,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,DERWOOD,MD,20855,MCPD,Residence - Garage,1,GRANBY,,CT
2021,Crime Against Property,Burglary/Breaking and Entering,OLNEY,MD,20832,MCPD,Retail - Salon/Spa,3300,OLNEY SANDY SPRING,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20850,RCPD,Commercial - Office Building,1,CHOKE CHERRY,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20903,MCPD,Residence - Apartment/Condo,1000,QUEBEC,,TER
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20852,MCPD,Residence - Apartment/Condo,12400,VILLAGE SQUARE,,TER
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20853,MCPD,Church/Synagogue/Temple,13000,PARKLAND,,DR
2021,Crime Against Property,Burglary/Breaking and Entering,POTOMAC,MD,20854,MCPD,Residence - Single Family,1,MAIDENS BOWER,,CT
2021,Crime Against Property,Burglary/Breaking and Entering,POOLESVILLE,MD,20837,MCPD,Residence - Single Family,18800,RIVER,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20850,RCPD,Residence - Apt Ofc/Storage,1,UPPER ROCK,,CIR
2021,Crime Against Property,Burglary/Breaking and Entering,GAITHERSBURG,MD,20877,GPD,Residence - Apartment/Condo,300,SUMMIT,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20850,RCPD,Commercial - Office Building,1400,RESEARCH,,BLV
2021,Crime Against Property,Burglary/Breaking and Entering,GERMANTOWN,MD,20874,MCPD,Residence - Apartment/Condo,19200,CIRCLE GATE,,DR
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20902,MCPD,Street - Residential,2300,BLUERIDGE,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20902,MCPD,Retail - Drug Store/Pharmacy,1300,LAMBERTON,,DR
2021,Crime Against Property,Burglary/Breaking and Entering,POTOMAC,MD,20854,MCPD,Residence - Garage,2400,STRATTON,,DR
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20901,MCPD,Residence - Apartment/Condo,8700,BRADFORD,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,GAITHERSBURG,MD,20877,MCPD,Commercial - Office Building,16800,OAKMONT,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20910,TPPD,Residence - Single Family,1,RITCHIE,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20903,MCPD,Residence - Apartment/Condo,9200,PINEY BRANCH,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20901,MCPD,Retail - Other,600,UNIVERSITY,E,BLV
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20902,MCPD,Residence -Townhouse/Duplex,11500,CLAIRMONT VIEW,,TER
2021,Crime Against Property,Burglary/Breaking and Entering,BETHESDA,MD,20814,MCPD,Hotel/Motel/Etc.,7300,WAVERLY,,ST
2021,Crime Against Property,Burglary/Breaking and Entering,GAITHERSBURG,MD,20878,MCPD,Residence - Garage,14600,FALLING LEAF,,WAY
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20852,RCPD,Construction Site,1500,ROCKVILLE,,PIK
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20904,MCPD,Residence - Apartment/Condo,1500,HEATHER HOLLOW,,CIR
2021,Crime Against Property,Burglary/Breaking and Entering,GAITHERSBURG,MD,20877,GPD,Retail - Jewelry,500,FREDERICK,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,GERMANTOWN,MD,20874,MCPD,Residence - Apartment/Condo,19800,CRYSTAL ROCK,,DR
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20852,MCPD,Residence - Apartment/Condo,10400,GROSVENOR,,PL
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20906,MCPD,Residence - Apt Ofc/Storage,2600,GLENALLAN,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20903,MCPD,Residence - Apartment/Condo,1000,QUEBEC,,TER
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20904,MCPD,Restaurant,11200,NEW HAMPSHIRE,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20901,MCPD,Residence - Apartment/Condo,8700,PLYMOUTH,,ST
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20903,MCPD,Residence - Single Family,8700,CARROLL,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20906,MCPD,Residence -Townhouse/Duplex,15100,ALPINE VALLEY,,CT
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20850,RCPD,Residence - Apartment/Condo,1300,PICCARD,,DR
2021,Crime Against Property,Burglary/Breaking and Entering,POTOMAC,MD,20854,MCPD,Residence - Garage,10100,NEWHALL,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20904,MCPD,Residence - Apartment/Condo,11500,LOCKWOOD,,DR
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20851,RCPD,Residence - Shed,500,MC INTYRE,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20902,MCPD,School - Elementary/Secondary,10200,WOODLAND,,DR
2021,Crime Against Property,Burglary/Breaking and Entering,GAITHERSBURG,MD,20878,MCPD,Recreation Center,900,CLOPPER,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20902,MCPD,Doctor/Dentist/Vet Office,10300,GEORGIA,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20850,RCPD,Residence - Apartment/Condo,700,MONROE,,ST
2021,Crime Against Property,Burglary/Breaking and Entering,MONTGOMERY VILLAGE,MD,20886,MCPD,Residence -Townhouse/Duplex,1,CRESTED IRIS,,CT
2021,Crime Against Property,Burglary/Breaking and Entering,GERMANTOWN,MD,20876,MCPD,Retail - Hardware,19600,FREDERICK,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20850,MCPD,Residence - Apartment/Condo,1,UPPER ROCK,,CIR
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20850,RCPD,Commercial - Office Building,1,COURTHOUSE,,SQ
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20903,MCPD,Residence - Single Family,1600,MOFFET,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,DAMASCUS,MD,20872,MCPD,Restaurant,9800,MAIN,,ST
2021,Crime Against Property,Burglary/Breaking and Entering,CHEVY CHASE,MD,20815,MCPD,Retail - Department/Discount Store,5500,WISCONSIN,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,MONTGOMERY VILLAGE,MD,20886,MCPD,Residence -Townhouse/Duplex,9400,HORIZON RUN,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,CHEVY CHASE,MD,20815,MCPD,Residence - Single Family,4800,CUMBERLAND,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20902,MCPD,Residence - Single Family,2500,WEISMAN,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20902,MCPD,Church/Synagogue/Temple,1000,KERSEY,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,GAITHERSBURG,MD,20877,GPD,Abandoned/Condemned Structures,400,FREDERICK,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,BETHESDA,MD,20816,MCPD,Residence - Single Family,4900,RIVER,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20906,MCPD,Residence - Apartment/Condo,2200,GLENALLAN,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20903,MCPD,Residence - Single Family,1600,MOFFET,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,BETHESDA,MD,20814,MCPD,Convenience Store,7800,OLD GEORGETOWN,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,OLNEY,MD,20832,MCPD,Residence - Single Family,4300,SCOTCH MEADOW,,CT
2021,Crime Against Property,Burglary/Breaking and Entering,GAITHERSBURG,MD,20877,MCPD,Residence -Townhouse/Duplex,8200,SHADY SPRING,,DR
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20904,MCPD,Residence - Apartment/Condo,11500,FEBRUARY,,CIR
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20905,MCPD,Residence - Shed,1300,WINDMILL,,LA
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20906,MCPD,Residence - Apartment/Condo,3300,HEWITT,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20852,MCPD,Restaurant,11500,OLD GEORGETOWN,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20902,MCPD,Residence - Single Family,1500,HANBY,,ST
2021,Crime Against Property,Burglary/Breaking and Entering,DAMASCUS,MD,20872,MCPD,Retail - Other,9800,MAIN,,ST
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20852,RCPD,Residence - Apartment/Condo,200,CONGRESSIONAL,,LA
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20910,MCPD,Commercial - Office Building,8100,GEORGIA,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20906,MCPD,Retail - Other,12300,GEORGIA,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20902,MCPD,Residence - Apartment/Condo,10800,GEORGIA,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,BURTONSVILLE,MD,20866,MCPD,Residence - Single Family,4700,SANDY SPRING,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,MONTGOMERY VILLAGE,MD,20886,MCPD,Residence - Apartment/Condo,18300,LOST KNIFE,,CIR
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20852,MCPD,Residence - Single Family,11400,HOUNDS,,WAY
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20904,MCPD,Residence - Single Family,2700,DEER RIDGE,,DR
2021,Crime Against Property,Burglary/Breaking and Entering,DERWOOD,MD,20855,MCPD,Residence -Townhouse/Duplex,16100,BOWERY,,ST
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20852,MCPD,Residence - Apartment/Condo,12300,BRAXFIELD,,CT
2021,Crime Against Property,Burglary/Breaking and Entering,BETHESDA,MD,20814,MCPD,Auto Dealership,7000,ARLINGTON,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20850,RCPD,Residence - Single Family,300,LINCOLN,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20906,MCPD,Commercial - Office Building,2500,GLENALLAN,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20852,MCPD,Residence - Apartment/Condo,5700,LUXEMBURG,,ST
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20910,MCPD,Residence - Single Family,800,WOODSIDE,,PKW
2021,Crime Against Property,Burglary/Breaking and Entering,TAKOMA PARK,MD,20912,MCPD,Restaurant,7700,BLAIR,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20851,RCPD,Residence - Single Family,300,GRUENTHER,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20852,MCPD,Restaurant,12700,ROCK CREEK MILL,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20905,MCPD,Residence - Shed,14600,STURTEVANT,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20906,MCPD,Residence - Apartment/Condo,2500,GLENALLAN,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20910,MCPD,Residence - Apt Ofc/Storage,8500,2ND,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,BOYDS,MD,20841,MCPD,Construction Site,15500,BARNESVILLE,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20901,MCPD,Residence - Single Family,10100,HEREFORD,,PL
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20901,MCPD,Residence -Townhouse/Duplex,600,SEATON SQUARE,,DR
2021,Crime Against Property,Burglary/Breaking and Entering,GAITHERSBURG,MD,20878,MCPD,Residence - Single Family,15700,WHITE ROCK,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,BETHESDA,MD,20814,MCPD,Convenience Store,7900,OLD GEORGETOWN,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20903,MCPD,Residence - Apartment/Condo,1000,QUEBEC,,TER
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20850,RCPD,Parking Lot - Commercial,1,TAFT,,CT
2021,Crime Against Property,Burglary/Breaking and Entering,BETHESDA,MD,20817,MCPD,Residence - Single Family,10000,CARTER,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20853,MCPD,Residence - Single Family,14300,CHESTERFIELD,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,GAITHERSBURG,MD,20878,GPD,Residence - Apartment/Condo,800,CLOPPER,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,KENSINGTON,MD,20895,MCPD,Retail - Other,3700,HOWARD,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20910,MCPD,Residence - Apartment/Condo,8200,GEORGIA,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20910,MCPD,Church/Synagogue/Temple,800,PERSHING,,DR
2021,Crime Against Property,Burglary/Breaking and Entering,KENSINGTON,MD,20895,MCPD,Residence - Other,10600,CONNECTICUT,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20903,MCPD,Residence - Apartment/Condo,1000,QUEBEC,,TER
2021,Crime Against Property,Burglary/Breaking and Entering,CHEVY CHASE,MD,20815,MCPD,Residence - Apartment/Condo,6900,STRATHMORE,,ST
2021,Crime Against Property,Burglary/Breaking and Entering,MONTGOMERY VILLAGE,MD,20886,MCPD,Residence -Townhouse/Duplex,10500,APPLE RIDGE,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20853,MCPD,Gas Station,4100,ASPEN HILL,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,GAITHERSBURG,MD,20878,GPD,Restaurant,300,MAIN,,ST
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20901,MCPD,Residence - Single Family,10200,SUTHERLAND,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20901,MCPD,Residence - Single Family,900,WHITEHALL,,ST
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20850,RCPD,Residence -Townhouse/Duplex,1200,1ST,,ST
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20902,MCPD,Grocery/Supermarket,2200,RANDOLPH,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,DAMASCUS,MD,20872,MCPD,Doctor/Dentist/Vet Office,26000,RIDGE,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,BETHESDA,MD,20816,MCPD,Residence - Shed,5900,COBALT,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,POTOMAC,MD,20854,MCPD,Residence - Single Family,8900,BRADLEY,,BLV
2021,Crime Against Property,Burglary/Breaking and Entering,GAITHERSBURG,MD,20878,MCPD,Residence - Single Family,13500,HUNTING HILL,,WAY
2021,Crime Against Property,Burglary/Breaking and Entering,CLARKSBURG,MD,20871,MCPD,Residence -Townhouse/Duplex,23000,SWEETSPIRE,,DR
2021,Crime Against Property,Burglary/Breaking and Entering,GAITHERSBURG,MD,20877,MCPD,Residence - Single Family,200,ROLLING,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20852,MCPD,Residence - Single Family,11200,TROY,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,DERWOOD,MD,20855,MCPD,Residence - Other,8000,GRAMERCY,,BLV
2021,Crime Against Property,Burglary/Breaking and Entering,GERMANTOWN,MD,20874,MCPD,Residence - Single Family,20400,AMBASSADOR,,TER
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20851,RCPD,Bar/Night Club,800,BALTIMORE,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20901,MCPD,Residence -Townhouse/Duplex,8800,ARLISS,,ST
2021,Crime Against Property,Burglary/Breaking and Entering,CHEVY CHASE,MD,20815,MCPD,Commercial - Office Building,6900,WISCONSIN,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20906,MCPD,Residence - Other,13300,DAUPHINE,,ST
2021,Crime Against Property,Burglary/Breaking and Entering,GAITHERSBURG,MD,20878,MCPD,Residence - Single Family,12900,BUCKEYE,,DR
2021,Crime Against Property,Burglary/Breaking and Entering,CHEVY CHASE,MD,20815,MCPD,Commercial - Office Building,6900,WISCONSIN,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20906,MCPD,Retail - Other,12300,GEORGIA,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20910,MCPD,Residence - Apartment/Condo,600,SLIGO,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20853,MCPD,Residence - Shed,4300,JUDITH,,ST
2021,Crime Against Property,Burglary/Breaking and Entering,BETHESDA,MD,20814,MCPD,Liquor Store - Beer & Wine,4900,BETHESDA,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,KENSINGTON,MD,20895,MCPD,Residence - Apartment/Condo,3300,UNIVERSITY,W,BLV
2021,Crime Against Property,Burglary/Breaking and Entering,DAMASCUS,MD,20872,MCPD,Commercial - Office Building,26000,RIDGE,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20853,MCPD,Residence - Single Family,3800,PARK LAKE,,DR
2021,Crime Against Property,Burglary/Breaking and Entering,KENSINGTON,MD,20895,MCPD,Residence -Townhouse/Duplex,2800,FINDLEY,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20904,MCPD,Residence - Single Family,12400,OLIVEWOOD,,PL
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20850,RCPD,Residence - Single Family,500,LINCOLN,,ST
2021,Crime Against Property,Burglary/Breaking and Entering,BETHESDA,MD,20814,MCPD,Liquor Store - Beer & Wine,8000,WISCONSIN,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20904,MCPD,Restaurant,12200,TECH,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20910,MCPD,Commercial - Office Building,8600,COLESVILLE,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20910,MCPD,Residence - Apartment/Condo,8800,LANIER,,DR
2021,Crime Against Property,Burglary/Breaking and Entering,POTOMAC,MD,20854,MCPD,Residence - Garage,9200,CRANFORD,,DR
2021,Crime Against Property,Burglary/Breaking and Entering,KENSINGTON,MD,20895,MCPD,Residence -Townhouse/Duplex,11300,PALISADES,,CT
2021,Crime Against Property,Burglary/Breaking and Entering,BURTONSVILLE,MD,20866,MCPD,Residence - Shed,15500,KRUHM,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20901,MCPD,Residence - Apartment/Condo,8700,PLYMOUTH,,ST
2021,Crime Against Property,Burglary/Breaking and Entering,ROCKVILLE,MD,20850,RCPD,Construction Site,200,STONESTREET,,AVE
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20902,MCPD,Residence - Apartment/Condo,2200,SHOREFIELD,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,GAITHERSBURG,MD,20878,MCPD,Residence - Garage,11300,AMBERLEA FARM,,DR
2021,Crime Against Property,Burglary/Breaking and Entering,BETHESDA,MD,20817,MCPD,Residence - Single Family,6100,GOLDTREE,,WAY
2021,Crime Against Property,Burglary/Breaking and Entering,GERMANTOWN,MD,20874,MCPD,Residence - Apartment/Condo,19600,CRYSTAL ROCK,,DR
2021,Crime Against Property,Burglary/Breaking and Entering,DAMASCUS,MD,20872,MCPD,Commercial - Office Building,9800,MAIN,,ST
2021,Crime Against Property,Burglary/Breaking and Entering,GAITHERSBURG,MD,20879,GPD,Residence -Townhouse/Duplex,100,GARTH,,TER
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20910,MCPD,Residence - Single Family,2300,SPENCER,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,GERMANTOWN,MD,20874,MCPD,Residence - Apartment/Condo,13100,DAIRYMAID,,DR
2021,Crime Against Property,Burglary/Breaking and Entering,BETHESDA,MD,20817,MCPD,Abandoned/Condemned Structures,10500,OLD GEORGETOWN,,RD
2021,Crime Against Property,Burglary/Breaking and Entering,SILVER SPRING,MD,20904,MCPD,Commercial - Office Building,14100,CASTLE,,BLV
