Job Title,Location,Salary,Job requirements,Focus,Days open,Title1,Company,Location1,Salary2
Cyber Security Operations Center (CSOC) Analyst - USDS,"Washington, DC",,"Understanding cybersecurity principles, policy, risk management frameworks and risk assessment, as well as the implementation of security measures to protect……",security,6d,Cyber Security Operations Center (CSOC) Analyst - USDS,,"Washington, DC",$58K - $96K (Glassdoor est.)
Cyber Security Engineer - Remote (WFH),"Washington, DC",,"Understanding cybersecurity principles, policy, risk management frameworks and risk assessment, as well as the implementation of security measures to protect……",security,6d,Cyber Security Engineer - Remote (WFH),,"Washington, DC",$91K - $139K (Glassdoor est.)
Security Controls Assessor / IT Auditor,"Washington, DC",,"Understanding cybersecurity principles, policy, risk management frameworks and risk assessment, as well as the implementation of security measures to protect……",security,6d,Security Controls Assessor / IT Auditor,,"Herndon, VA",$79K - $113K (Glassdoor est.)
Cyber Security Incident Responder,"Washington, DC",,"Understanding cybersecurity principles, policy, risk management frameworks and risk assessment, as well as the implementation of security measures to protect……",security,6d,Cyber Security Incident Responder,,"Washington, DC",$78K - $162K (Employer est.)
Information Security Manager,"Washington, DC",,"Understanding cybersecurity principles, policy, risk management frameworks and risk assessment, as well as the implementation of security measures to protect……",security,6d,Information Security Manager,,"Merrifield, VA",$107K - $174K (Glassdoor est.)
Security Analyst,"Washington, DC",,"Understanding cybersecurity principles, policy, risk management frameworks and risk assessment, as well as the implementation of security measures to protect……",security,6d,Security Analyst,,"Herndon, VA",$103K - $120K (Employer est.)
Security Analyst I (Compliance),"Washington, DC",,"Understanding cybersecurity principles, policy, risk management frameworks and risk assessment, as well as the implementation of security measures to protect……",security,6d,Security Analyst I (Compliance),,"Bethesda, MD",$55K - $87K (Glassdoor est.)
IT Audit Manager - TS/SCI,"Washington, DC",,"Understanding cybersecurity principles, policy, risk management frameworks and risk assessment, as well as the implementation of security measures to protect……",security,6d,IT Audit Manager - TS/SCI,,"Chantilly, VA",$90K - $119K (Glassdoor est.)
Cybersecurity Engineer II,"Washington, DC",,"Understanding cybersecurity principles, policy, risk management frameworks and risk assessment, as well as the implementation of security measures to protect……",security,6d,Cybersecurity Engineer II,,"Washington, DC",$84K - $117K (Glassdoor est.)
Principal Windows/Linux Systems Administrator,"Washington, DC",,"Understanding cybersecurity principles, policy, risk management frameworks and risk assessment, as well as the implementation of security measures to protect……",security,6d,Principal Windows/Linux Systems Administrator,,United States,$95K - $142K (Employer est.)
IT Security Specialist II,"Washington, DC",,"Understanding cybersecurity principles, policy, risk management frameworks and risk assessment, as well as the implementation of security measures to protect……",security,6d,IT Security Specialist II,,"Silver Spring, MD",$75K - $95K (Employer est.)
Cyber Security Analyst - Level I Onsite,"Washington, DC",,"Understanding cybersecurity principles, policy, risk management frameworks and risk assessment, as well as the implementation of security measures to protect……",security,6d,Cyber Security Analyst - Level I Onsite,,United States,
IT Auditor,"Washington, DC",,"Understanding cybersecurity principles, policy, risk management frameworks and risk assessment, as well as the implementation of security measures to protect……",security,6d,IT Auditor,,"Washington, DC",$87K - $130K (Employer est.)
Cyber Security Analyst,"Washington, DC",,"Understanding cybersecurity principles, policy, risk management frameworks and risk assessment, as well as the implementation of security measures to protect……",security,6d,Cyber Security Analyst,,"Linthicum Heights, MD",$94K - $139K (Employer est.)
SECURITY ASSESSOR (Remote),"Washington, DC",,"Understanding cybersecurity principles, policy, risk management frameworks and risk assessment, as well as the implementation of security measures to protect……",security,6d,SECURITY ASSESSOR (Remote),,"Baltimore, MD",$43K - $69K (Glassdoor est.)
Cyber Security Engineer - Remote (WFH),"Washington, DC",,"Understanding cybersecurity principles, policy, risk management frameworks and risk assessment, as well as the implementation of security measures to protect……",security,6d,Cyber Security Engineer - Remote (WFH),,"Washington, DC",$91K - $139K (Glassdoor est.)
Information Security Manager,"Washington, DC",,"Understanding cybersecurity principles, policy, risk management frameworks and risk assessment, as well as the implementation of security measures to protect……",security,6d,Information Security Manager,,"Merrifield, VA",$107K - $174K (Glassdoor est.)
Security Analyst,"Washington, DC",,"Understanding cybersecurity principles, policy, risk management frameworks and risk assessment, as well as the implementation of security measures to protect……",security,6d,Security Analyst,,"Herndon, VA",$103K - $120K (Employer est.)
IT Audit Manager - TS/SCI,"Washington, DC",,"Understanding cybersecurity principles, policy, risk management frameworks and risk assessment, as well as the implementation of security measures to protect……",security,6d,IT Audit Manager - TS/SCI,,"Chantilly, VA",$90K - $119K (Glassdoor est.)
Cybersecurity Engineer II,"Washington, DC",,"Understanding cybersecurity principles, policy, risk management frameworks and risk assessment, as well as the implementation of security measures to protect……",security,6d,Cybersecurity Engineer II,,"Washington, DC",$84K - $117K (Glassdoor est.)
Cyber IT Specialist - 1st shift,"Washington, DC",,"Understanding cybersecurity principles, policy, risk management frameworks and risk assessment, as well as the implementation of security measures to protect……",security,6d,Cyber IT Specialist - 1st shift,,"Laurel, MD",$65K (Employer est.)
Cyber Security Analyst,"Washington, DC",,"Understanding cybersecurity principles, policy, risk management frameworks and risk assessment, as well as the implementation of security measures to protect……",security,6d,Cyber Security Analyst,,"McLean, VA",$65.00 - $75.00 Per Hour (Employer est.)
Cyber Vulnerability Assessment Analyst,"Washington, DC",,"Understanding cybersecurity principles, policy, risk management frameworks and risk assessment, as well as the implementation of security measures to protect……",security,6d,Cyber Vulnerability Assessment Analyst,,"Rosslyn, VA",$80K (Employer est.)
"Firewall Engineers (Levels 2, 3)","Washington, DC",,"Understanding cybersecurity principles, policy, risk management frameworks and risk assessment, as well as the implementation of security measures to protect……",security,6d,"Firewall Engineers (Levels 2, 3)",,"Springfield, VA",
Information System Security Administrator,"Washington, DC",,"Understanding cybersecurity principles, policy, risk management frameworks and risk assessment, as well as the implementation of security measures to protect……",security,6d,Information System Security Administrator,,"Alexandria, VA",$71K - $106K (Glassdoor est.)
Risk Management,"Washington, DC",,"Understanding cybersecurity principles, policy, risk management frameworks and risk assessment, as well as the implementation of security measures to protect……",security,6d,Risk Management,,"Bethesda, MD",$118K - $246K (Employer est.)
Cyber Security Operations Specialist I,"Washington, DC",,"Understanding cybersecurity principles, policy, risk management frameworks and risk assessment, as well as the implementation of security measures to protect……",security,6d,Cyber Security Operations Specialist I,,"Springfield, VA",$69K - $109K (Glassdoor est.)
Network Security Engineer,"Washington, DC",,"Understanding cybersecurity principles, policy, risk management frameworks and risk assessment, as well as the implementation of security measures to protect……",security,6d,Network Security Engineer,,"Alexandria, VA",$98K - $203K (Employer est.)
Technical Security Control Assessor,"Washington, DC",,"Understanding cybersecurity principles, policy, risk management frameworks and risk assessment, as well as the implementation of security measures to protect……",security,6d,Technical Security Control Assessor,,"Washington, DC",$57K - $85K (Glassdoor est.)
Cyber Security Specialist - Remote (3-4 days week),"Washington, DC",,"Understanding cybersecurity principles, policy, risk management frameworks and risk assessment, as well as the implementation of security measures to protect……",security,6d,Cyber Security Specialist - Remote (3-4 days week),,"Fort Belvoir, VA",$135K (Employer est.)
CyberArk Engineer - Security,"Washington, DC",,"Understanding cybersecurity principles, policy, risk management frameworks and risk assessment, as well as the implementation of security measures to protect……",security,6d,CyberArk Engineer - Security,,"McLean, VA",$130K - $160K (Employer est.)
